,common_name,transect,transect_section,observer,day,month,year,period,start_time,end_time,cloud,rain,wind,visibility,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,count,distance_code,notes,Region.Label,...1,species,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,size_class,bocc5,...36
2170,Eurasian Blackcap,20,9,Matthew Morgan,3,5,2024,3,08:07:00,08:49:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2171,Eurasian Blackcap,1,10,Africa Gomez,8,6,2024,4,07:37:00,08:11:00,3,1,1,1,Yes,F,1,3,3,3,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2172,Eurasian Blackcap,8,5,Matthew Morgan,6,5,2024,3,07:03:00,07:47:00,1,1,1,1,Yes,F,1,7,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2173,Eurasian Blackcap,5,6,Matthew Morgan,21,6,2024,4,08:08:00,08:30:00,1,1,1,1,No,F,1,5,5,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2174,Eurasian Blackcap,17,10,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2175,Eurasian Blackcap,12,3,Matthew Morgan,12,6,2024,4,07:26:00,07:59:00,2,1,1,1,Yes,G,8,8,10,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2176,Eurasian Blackcap,4,9,Matthew Morgan,19,6,2024,4,08:29:00,08:55:00,1,1,1,1,No,F,1,3,6,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2177,Eurasian Blackcap,19,5,Matthew Morgan,3,5,2024,3,07:03:00,07:36:00,2,1,1,1,No,F,1,3,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2178,Eurasian Blackcap,13,1,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2179,Eurasian Blackcap,20,8,Matthew Morgan,3,5,2024,3,08:07:00,08:49:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2180,Eurasian Blackcap,14,7,Matthew Morgan,11,6,2024,4,07:55:00,08:40:00,2,1,1,1,No,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2181,Eurasian Blackcap,16,6,Africa Gomez,19,6,2024,4,08:00:00,08:25:00,2,1,1,1,No,F,1,3,2,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2182,Eurasian Blackcap,2,2,Africa Gomez,4,5,2024,3,06:55:00,07:20:00,3,1,1,1,No,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2183,Eurasian Blackcap,8,5,Matthew Morgan/Africa Gomez,14,6,2023,1,06:43:00,07:27:00,1,1,1,1,Yes,F,1,7,8,1,2,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2184,Eurasian Blackcap,20,7,Matthew Morgan,20,6,2024,4,08:00:00,08:37:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2185,Eurasian Blackcap,22,1,Africa Gomez,12,5,2024,3,06:58:00,07:26:00,1,1,1,1,Yes,F,1,1,1,1,2,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2186,Eurasian Blackcap,4,9,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2187,Eurasian Blackcap,17,10,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2188,Eurasian Blackcap,14,8,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2189,Eurasian Blackcap,20,6,Matthew Morgan,20,6,2024,4,08:00:00,08:37:00,1,1,1,1,Yes,F,1,3,6,2,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2190,Eurasian Blackcap,15,4,Africa Gomez,6,5,2024,3,07:03:00,07:42:00,2,1,1,1,Yes,F,1,3,3,2,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2191,Eurasian Blackcap,10,1,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2192,Eurasian Blackcap,20,9,Matthew Morgan,20,6,2024,4,08:00:00,08:37:00,1,1,1,1,Yes,F,1,3,6,1,2,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2193,Eurasian Blackcap,7,6,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,1,2,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2194,Eurasian Blackcap,4,7,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2195,Eurasian Blackcap,17,7,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2196,Eurasian Blackcap,10,5,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2197,Eurasian Blackcap,10,4,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2198,Eurasian Blackcap,1,9,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,2,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2199,Eurasian Blackcap,6,1,Matthew Morgan,4,5,2024,3,07:10:00,07:40:00,3,1,1,1,Yes,H,3,6,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2200,Eurasian Blackcap,4,8,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2201,Eurasian Blackcap,10,2,Matthew Morgan,17,6,2023,1,07:10:00,08:06:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2202,Eurasian Blackcap,1,9,Africa Gomez,8,6,2024,4,07:37:00,08:11:00,3,1,1,1,Yes,F,1,3,3,2,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2203,Eurasian Blackcap,8,3,Matthew Morgan,6,5,2024,3,07:03:00,07:47:00,1,1,1,1,Yes,F,1,7,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2204,Eurasian Blackcap,12,3,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2205,Eurasian Blackcap,4,6,Matthew Morgan,19,6,2024,4,08:29:00,08:55:00,1,1,1,1,No,F,1,3,6,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2206,Eurasian Blackcap,7,10,Matthew Morgan/Africa Gomez,14,6,2023,1,07:49:00,08:28:00,1,1,1,1,No,F,1,7,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2207,Eurasian Blackcap,14,7,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2208,Eurasian Blackcap,14,10,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2209,Eurasian Blackcap,1,10,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2210,Eurasian Blackcap,12,4,Matthew Morgan,12,6,2023,1,07:10:00,08:01:00,1,1,2,1,Yes,G,8,8,10,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2211,Eurasian Blackcap,20,6,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,2,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2212,Eurasian Blackcap,20,7,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,1,1,NA,open,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2213,Eurasian Blackcap,18,5,Matthew Morgan,11,6,2023,1,07:05:00,07:51:00,1,1,2,1,No,F,1,3,2,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2214,Eurasian Blackcap,9,10,Matthew Morgan,17,6,2023,1,08:26:00,09:12:00,1,1,1,1,No,F,1,5,7,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2215,Eurasian Blackcap,5,9,Matthew Morgan,13,6,2023,1,08:06:00,08:59:00,1,1,1,1,No,F,1,5,5,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2216,Eurasian Blackcap,14,6,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2217,Eurasian Blackcap,10,4,Matthew Morgan/Africa Gomez,9,5,2024,3,06:53:00,07:36:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2218,Eurasian Blackcap,14,10,Matthew Morgan,11,6,2024,4,07:55:00,08:40:00,2,1,1,1,No,F,1,3,8,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2219,Eurasian Blackcap,10,3,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,2,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2220,Eurasian Blackcap,12,2,Matthew Morgan,2,5,2024,3,06:58:00,07:48:00,1,1,1,1,Yes,G,8,8,10,1,1,NA,semi,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2221,Eurasian Blackcap,8,4,Matthew Morgan,18,6,2024,4,07:04:00,07:44:00,1,1,1,1,Yes,F,1,7,8,2,1,NA,closed,20,Sylvia atricapilla,Sylviidae,Passeriformes,AVIBASE-61F9065B,21,10,11,0,4,15.2,7.2,3.2,3.4,20.8,75.9,20.5,55.4,27,62.2,16.7,Dunning,NA,NO,NA,NA,Woodland,1,3,Omnivore,Omnivore,Insessorial,small,green,NA
2222,Eurasian Blue Tit,18,5,Matthew Morgan,17,6,2024,4,07:12:00,07:37:00,2,1,1,1,No,G,7,6,7,1,1,NA,semi,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2223,Eurasian Blue Tit,11,6,Matthew Morgan,12,6,2023,1,08:15:00,08:44:00,1,1,2,1,No,F,1,5,2,2,1,NA,semi,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2224,Eurasian Blue Tit,18,4,Matthew Morgan,11,6,2023,1,07:05:00,07:51:00,1,1,2,1,No,F,1,3,2,6,1,NA,semi,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2225,Eurasian Blue Tit,21,6,Africa Gomez,9,6,2024,4,07:51:00,08:19:00,1,1,2,1,No,F,1,3,3,1,1,NA,semi,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2226,Eurasian Blue Tit,14,9,Matthew Morgan,10,6,2023,1,08:21:00,09:15:00,1,1,2,1,No,F,1,3,8,1,1,NA,closed,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2227,Eurasian Blue Tit,1,10,Africa Gomez,13,6,2023,1,07:31:00,07:58:00,1,1,1,1,Yes,F,1,3,8,2,1,NA,closed,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2228,Eurasian Blue Tit,4,10,Matthew Morgan,16,6,2023,1,08:05:00,08:35:00,1,1,1,1,No,F,1,3,6,1,1,NA,closed,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2229,Eurasian Blue Tit,11,7,Matthew Morgan,2,5,2024,3,07:53:00,08:19:00,1,1,2,1,No,F,1,5,2,2,1,NA,closed,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
2230,Eurasian Blue Tit,10,3,Matthew Morgan,3,2,2024,2,09:44:00,10:24:00,1,1,1,1,Yes,F,1,3,8,1,1,NA,semi,21,Cyanistes caeruleus,Paridae,Passeriformes,AVIBASE-9BE53D34,17,8,9,0,4,9.7,5.8,3.2,4.2,15.2,65.6,13.8,51.8,21,51.4,11.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA
