common_name,transect,transect_section,OBs,day,month,year,period,start_time,end_time,cloud,rain,wind,visibility,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,count,notes,Region.Label,...1,species,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,size_class,bocc5,...36,distbegin,distend,Factor,true_counts
Eurasian Moorhen,1,6,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,2,NA,semi,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.238,8.403361344537815
Eurasian Moorhen,10,2,Matthew Morgan,3,2,2024,2,09:44:00,10:24:00,1,1,1,1,Yes,F,1,3,8,1,NA,semi,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Moorhen,12,2,Matthew Morgan,26,1,2024,2,09:00:00,09:39:00,1,1,3,1,Yes,G,8,8,10,2,NA,semi,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.238,8.403361344537815
Eurasian Moorhen,3,2,Matthew Morgan,1,2,2024,2,09:05:00,09:45:00,2,1,1,1,Yes,F,1,3,5,4,NA,open,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.269,14.869888475836431
Eurasian Moorhen,3,1,Matthew Morgan,19,6,2024,4,07:11:00,08:01:00,1,1,1,1,Yes,F,1,3,5,1,NA,open,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.269,3.717472118959108
Eurasian Moorhen,14,7,Matthew Morgan,1,5,2024,3,08:01:00,08:48:00,3,1,1,1,No,F,1,3,8,2,NA,closed,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,25,100,0.258,7.751937984496124
Eurasian Moorhen,15,3,Africa Gomez,12,6,2023,1,07:00:00,07:35:00,1,1,1,1,Yes,F,1,3,3,1,NA,open,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.269,3.717472118959108
Eurasian Moorhen,12,4,Matthew Morgan,2,5,2024,3,06:58:00,07:48:00,1,1,1,1,Yes,G,8,8,10,2,NA,semi,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.238,8.403361344537815
Eurasian Moorhen,12,2,Matthew Morgan,12,6,2024,4,07:26:00,07:59:00,2,1,1,1,Yes,G,8,8,10,1,NA,semi,32,Gallinula chloropus,Rallidae,Gruiformes,AVIBASE-8F82FF8C,10,5,5,0,4,33.9,13.2,4.3,8.1,45.9,165.5,53,110.5,32.2,69,339.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Omnivore,Omnivore,Terrestrial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Reed Warbler,17,6,Matthew Morgan,3,5,2024,3,07:40:00,08:22:00,2,1,1,1,Yes,G,7,6,7,3,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,13.333333333333332
Eurasian Reed Warbler,17,9,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,3,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,13.333333333333332
Eurasian Reed Warbler,8,1,Matthew Morgan/Africa Gomez,14,6,2023,1,06:43:00,07:27:00,1,1,1,1,Yes,F,1,7,8,1,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Eurasian Reed Warbler,8,2,Matthew Morgan,18,6,2024,4,07:04:00,07:44:00,1,1,1,1,Yes,F,1,7,8,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,7,6,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,3,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,13.333333333333332
Eurasian Reed Warbler,13,1,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,10,1,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,17,7,Matthew Morgan,3,5,2024,3,07:40:00,08:22:00,2,1,1,1,Yes,G,7,6,7,2,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,11.1731843575419
Eurasian Reed Warbler,13,2,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,2,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,11.1731843575419
Eurasian Reed Warbler,13,2,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,25,100,0.179,5.58659217877095
Eurasian Reed Warbler,7,6,Matthew Morgan/Africa Gomez,14,6,2023,1,07:49:00,08:28:00,1,1,1,1,No,F,1,7,8,1,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Eurasian Reed Warbler,6,1,Matthew Morgan,4,5,2024,3,07:10:00,07:40:00,3,1,1,1,Yes,H,3,6,6,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,7,8,Matthew Morgan,6,5,2024,3,07:58:00,08:36:00,1,1,1,1,No,F,1,7,8,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,13,5,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,5,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,27.932960893854748
Eurasian Reed Warbler,13,5,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,3,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,16.75977653631285
Eurasian Reed Warbler,13,1,Matthew Morgan,11,6,2024,4,06:57:00,07:37:00,2,1,1,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,17,6,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,1,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Eurasian Reed Warbler,13,4,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,13,3,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,10,3,Matthew Morgan,12,6,2024,4,07:08:00,07:51:00,2,1,1,1,Yes,F,1,3,8,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,1,6,Africa Gomez,4,5,2024,3,07:32:00,08:03:00,3,1,1,1,Yes,F,1,3,3,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,17,7,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,6,2,Matthew Morgan,13,6,2023,1,06:55:00,07:40:00,1,1,1,1,Yes,H,3,6,6,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,13,2,Matthew Morgan,11,6,2024,4,06:57:00,07:37:00,2,1,1,1,Yes,G,7,6,7,3,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,16.75977653631285
Eurasian Reed Warbler,13,3,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,6,3,Matthew Morgan,21,6,2024,4,07:21:00,08:00:00,1,1,1,1,Yes,H,3,6,6,2,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,11.1731843575419
Eurasian Reed Warbler,17,9,Matthew Morgan,3,5,2024,3,07:40:00,08:22:00,2,1,1,1,Yes,G,7,6,7,1,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Eurasian Reed Warbler,7,8,Matthew Morgan,18,6,2024,4,07:56:00,08:26:00,1,1,1,1,No,F,1,7,8,2,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,11.1731843575419
Eurasian Reed Warbler,17,6,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,3,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,13.333333333333332
Eurasian Reed Warbler,17,7,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,2,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,11.1731843575419
Eurasian Reed Warbler,17,10,Matthew Morgan,3,5,2024,3,07:40:00,08:22:00,2,1,1,1,Yes,G,7,6,7,2,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,8.88888888888889
Eurasian Reed Warbler,17,10,Matthew Morgan,17,6,2024,4,07:49:00,08:30:00,2,1,1,1,Yes,F,1,3,8,2,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,8.88888888888889
Eurasian Reed Warbler,17,8,Matthew Morgan,11,6,2023,1,08:09:00,09:10:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,13,4,Matthew Morgan,1,5,2024,3,06:56:00,07:44:00,3,1,1,1,Yes,G,7,6,7,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,6,5,Matthew Morgan,13,6,2023,1,06:55:00,07:40:00,1,1,1,1,Yes,H,3,6,6,1,NA,semi,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
Eurasian Reed Warbler,8,1,Matthew Morgan,18,6,2024,4,07:04:00,07:44:00,1,1,1,1,Yes,F,1,7,8,1,NA,open,33,Acrocephalus scirpaceus,Acrocephalidae,Passeriformes,AVIBASE-464D1419,17,6,11,0,4,17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,Dunning,NA,NO,NA,NA,Wetland,3,3,Carnivore,Invertivore,Insessorial,small,green,NA,0,25,0.225,4.444444444444445
Eurasian Siskin,4,7,Matthew Morgan,1,2,2024,2,10:14:00,10:50:00,2,1,1,1,No,F,1,3,5,3,NA,semi,34,Spinus spinus,Fringillidae,Passeriformes,AVIBASE-9820CECA,22,10,12,0,4,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,36.5,46.4,13.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,small,green,NA,0,25,0.179,16.75977653631285
Eurasian Siskin,1,9,Africa Gomez,28,1,2024,2,09:41:00,10:19:00,1,1,1,1,Yes,F,1,3,3,1,NA,closed,34,Spinus spinus,Fringillidae,Passeriformes,AVIBASE-9820CECA,22,10,12,0,4,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,36.5,46.4,13.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,small,green,NA,0,25,0.163,6.134969325153374
Eurasian Siskin,14,7,Matthew Morgan,22,1,2024,2,10:06:00,11:04:00,2,1,3,1,No,G,7,6,7,7,NA,closed,34,Spinus spinus,Fringillidae,Passeriformes,AVIBASE-9820CECA,22,10,12,0,4,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,36.5,46.4,13.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,small,green,NA,0,25,0.163,42.94478527607362
Eurasian Siskin,3,2,Matthew Morgan,1,2,2024,2,09:05:00,09:45:00,2,1,1,1,Yes,F,1,3,5,3,NA,open,34,Spinus spinus,Fringillidae,Passeriformes,AVIBASE-9820CECA,22,10,12,0,4,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,36.5,46.4,13.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,small,green,NA,0,25,0.225,13.333333333333332
Eurasian Siskin,20,6,Matthew Morgan,28,1,2024,2,10:22:00,11:09:00,1,1,1,1,Yes,F,1,3,6,2,NA,open,34,Spinus spinus,Fringillidae,Passeriformes,AVIBASE-9820CECA,22,10,12,0,4,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,36.5,46.4,13.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,small,green,NA,0,25,0.225,8.88888888888889
Eurasian Skylark,20,10,Matthew Morgan,15,6,2023,1,08:02:00,09:00:00,1,1,1,1,Yes,F,1,3,6,1,NA,semi,35,Alauda arvensis,Alaudidae,Passeriformes,AVIBASE-ED2AC04E,34,12,22,0,16,14.6,8.8,4.4,4.7,23.6,106.7,36,70.8,33.6,67.6,37.3,Dunning,NA,NO,NA,NA,Grassland,3,2,Omnivore,Omnivore,Terrestrial,medium,red,NA,0,25,0.238,4.201680672268908
Eurasian Skylark,10,5,Matthew Morgan,3,2,2024,2,09:44:00,10:24:00,1,1,1,1,Yes,F,1,3,8,1,NA,open,35,Alauda arvensis,Alaudidae,Passeriformes,AVIBASE-ED2AC04E,34,12,22,0,16,14.6,8.8,4.4,4.7,23.6,106.7,36,70.8,33.6,67.6,37.3,Dunning,NA,NO,NA,NA,Grassland,3,2,Omnivore,Omnivore,Terrestrial,medium,red,NA,25,100,0.269,3.717472118959108
Eurasian Sparrowhawk,12,5,Matthew Morgan,12,6,2024,4,07:26:00,07:59:00,2,1,1,1,Yes,G,8,8,10,1,NA,semi,36,Accipiter nisus,Accipitridae,Accipitriformes,AVIBASE-DB376A66,19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Sparrowhawk,5,9,Matthew Morgan,21,6,2024,4,08:08:00,08:30:00,1,1,1,1,No,F,1,5,5,1,NA,semi,36,Accipiter nisus,Accipitridae,Accipitriformes,AVIBASE-DB376A66,19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Sparrowhawk,15,5,Africa Gomez,19,6,2024,4,06:55:00,07:47:00,2,1,1,1,Yes,F,1,3,3,1,NA,semi,36,Accipiter nisus,Accipitridae,Accipitriformes,AVIBASE-DB376A66,19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Sparrowhawk,5,9,Matthew Morgan,2,2,2024,2,10:29:00,10:57:00,3,1,2,1,No,H,3,6,6,1,NA,semi,36,Accipiter nisus,Accipitridae,Accipitriformes,AVIBASE-DB376A66,19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Vertivore,Insessorial,medium,amber,NA,0,25,0.238,4.201680672268908
Eurasian Treecreeper,13,2,Matthew Morgan,10,6,2023,1,07:00:00,08:08:00,1,1,2,1,Yes,G,7,6,7,1,NA,semi,37,Certhia familiaris,Certhiidae,Passeriformes,AVIBASE-73BE9A87,35,13,22,0,12,18.1,12.2,2,2.6,14.6,64.5,12.4,52.2,19.2,60.3,9,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,small,green,NA,0,25,0.179,5.58659217877095
